variable,value
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,"” “Röj k’a xojk’amo b’ey yan,” xojcha’ chïk k’a chi ke’"
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,  Jeb’ël kitzyaqb’al
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column75,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,"  “Xa wi wawe’ qamolo chi wi qi’,  tiqamolo’ qi’ wawe’!” Xojb’e k’a"
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column76,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,"  K’a ri’ xqak’ulwachij juch’ob’ ajlab’al,  aj Nonowalkat, aj Xulpiti’ kib’i’"
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
Column77,
